order_number,client_id,client_name,service_type,created_at,updated_at,order_status,total_weight_value,total_weight_unit,total_volume_value,total_volume_unit,shipment_number,ship_from_ward,ship_from_district,ship_from_province,ship_from_full_address,ship_to_ward,ship_to_district,ship_to_province,ship_to_full_address,shipment_status,shipments_summary_description,shipments_summary_name,shipments_summary_quantity,shipments_summary_weight_unit,shipments_summary_weight_value,allocation_factor,trip_code,trip_reference_code,trip_status,stop_points,license_plate,sequence_number,stop_type,location_name,actual_arrival_datetime,actual_departure_datetime,vehicle_type,vehicle_capacity_unit,xe_ghn_cung_cap,vehicle_dimensions_height,vehicle_dimensions_length,vehicle_dimensions_unit,vehicle_dimensions_width,xe_kh_yeu_cau,required_max_volume_value,required_max_volume_unit,trip_updated_at,sync_status,rn
75570979945848832,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-17 03:09:41+00:00,DELIVERED,1983.0,KG,12.39,M3,S75570980046512128,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Diên Hồng,,Gia Lai,"LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI",DELIVERED,50H-87873 - Hồ Ngọc Qúi,17460448,11,KG,1983.0,1,3CMO1d3chpaH9qaHxwVIWd6qKF6,FTL260415YS51UTPR,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""4/1 HOANG VAN THU, PLEIKU, TINH GIA LAI"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87873,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-15 03:48:26.069000+00:00,2026-04-15 05:09:15.203000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-16 09:52:39.469000+00:00,SYNCED,1
75570979945848832,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-17 03:09:41+00:00,DELIVERED,1983.0,KG,12.39,M3,S75570980046512128,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Diên Hồng,,Gia Lai,"LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI",DELIVERED,50H-87873 - Hồ Ngọc Qúi,17460448,11,KG,1983.0,1,3CMO1d3chpaH9qaHxwVIWd6qKF6,FTL260415YS51UTPR,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""4/1 HOANG VAN THU, PLEIKU, TINH GIA LAI"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87873,2,DELIVERY,MBW - GIA LAI_DMX Kho CN Pleiku 1,2026-04-16 05:52:49.224000+00:00,2026-04-16 07:51:58.809000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-16 09:52:39.469000+00:00,SYNCED,2
75570979945848832,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-17 03:09:41+00:00,DELIVERED,1983.0,KG,12.39,M3,S75570980046512128,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Diên Hồng,,Gia Lai,"LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI",DELIVERED,50H-87873 - Hồ Ngọc Qúi,17460448,11,KG,1983.0,1,3CMO1d3chpaH9qaHxwVIWd6qKF6,FTL260415YS51UTPR,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""LO C24-C25, KHU TIEU THU CONG NGHIEP DIEN PHU, PHUONG DIEN HONG, TINH GIA LAI"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""4/1 HOANG VAN THU, PLEIKU, TINH GIA LAI"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87873,3,DELIVERY,VINH TIN-Gia Lai,2026-04-16 09:52:23.449000+00:00,2026-04-16 09:52:34.878000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-16 09:52:39.469000+00:00,SYNCED,3
75570981409660928,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-18 04:12:14+00:00,DELIVERED,851.0,KG,5.31,M3,S75570981430632448,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Xã Ea Kar,,Đắk Lắk,"Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam",DELIVERED,50H-00256 - Nguyễn Thanh Thiện,17499089,46,KG,851.0,1,3CMO1ogjnjLUfSAIv7t3rccElqF,FTL2604151GP2YAOC,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-86563,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-15 05:01:19.842000+00:00,2026-04-15 05:38:57.836000+00:00,truck,KG,8000,2485,9500,CM,2400,8000,47.0,M3,2026-04-18 04:12:21.201000+00:00,SYNCED,1
75570981409660928,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-18 04:12:14+00:00,DELIVERED,851.0,KG,5.31,M3,S75570981430632448,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Xã Ea Kar,,Đắk Lắk,"Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam",DELIVERED,50H-00256 - Nguyễn Thanh Thiện,17499089,46,KG,851.0,1,3CMO1ogjnjLUfSAIv7t3rccElqF,FTL2604151GP2YAOC,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-86563,2,DELIVERY,MBW - DAK LAK_Kho CN DMX Ea Kar,2026-04-17 08:10:38.045000+00:00,2026-04-17 08:23:23.107000+00:00,truck,KG,8000,2485,9500,CM,2400,8000,47.0,M3,2026-04-18 04:12:21.201000+00:00,SYNCED,2
75570981409660928,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-14 18:35:58+00:00,2026-04-18 04:12:14+00:00,DELIVERED,851.0,KG,5.31,M3,S75570981430632448,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Xã Ea Kar,,Đắk Lắk,"Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam",DELIVERED,50H-00256 - Nguyễn Thanh Thiện,17499089,46,KG,851.0,1,3CMO1ogjnjLUfSAIv7t3rccElqF,FTL2604151GP2YAOC,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-86563,3,DELIVERY,MBW - DAK LAK - Kho CN DMX Buon Ma Thuot(13602),2026-04-18 04:02:39.734000+00:00,2026-04-18 04:12:18.036000+00:00,truck,KG,8000,2485,9500,CM,2400,8000,47.0,M3,2026-04-18 04:12:21.201000+00:00,SYNCED,3
75591642840580096,1006,SF | AQUA B2B,FTL,2026-04-14 19:58:04+00:00,2026-04-17 03:09:41+00:00,IN_TRANSIT,259.0,KG,0.0,M3,S75591642890899456,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Vĩnh Hưng,,Tây Ninh,"Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam",IN_TRANSIT,50E-19113,WB202604140051,4,KG,259.0,1,3CMY0tH4dWj6cGvMQv3lEWMtjTe,FTL2604151H55FSY6,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":2,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường Quốc lộ 62, ấp Bảy Mét, Xã Tân Thạnh , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường DT9, Ấp Chánh, Xã Đức Lập, Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":4,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""}]",50E-19113,1,PICKUP,AQUA ĐỒNG NAI,2026-04-15 08:41:04.725000+00:00,2026-04-15 08:41:45.428000+00:00,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-04-15 10:38:49.843000+00:00,SYNCED,1
75591642840580096,1006,SF | AQUA B2B,FTL,2026-04-14 19:58:04+00:00,2026-04-17 03:09:41+00:00,IN_TRANSIT,259.0,KG,0.0,M3,S75591642890899456,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Vĩnh Hưng,,Tây Ninh,"Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam",IN_TRANSIT,50E-19113,WB202604140051,4,KG,259.0,1,3CMY0tH4dWj6cGvMQv3lEWMtjTe,FTL2604151H55FSY6,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":2,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường Quốc lộ 62, ấp Bảy Mét, Xã Tân Thạnh , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường DT9, Ấp Chánh, Xã Đức Lập, Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":4,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""}]",50E-19113,2,DELIVERY,12689 TNB_LAN - Kho CN ĐMX Vĩnh Hưng,,,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-04-15 10:38:49.843000+00:00,SYNCED,2
75591642840580096,1006,SF | AQUA B2B,FTL,2026-04-14 19:58:04+00:00,2026-04-17 03:09:41+00:00,IN_TRANSIT,259.0,KG,0.0,M3,S75591642890899456,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Vĩnh Hưng,,Tây Ninh,"Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam",IN_TRANSIT,50E-19113,WB202604140051,4,KG,259.0,1,3CMY0tH4dWj6cGvMQv3lEWMtjTe,FTL2604151H55FSY6,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":2,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường Quốc lộ 62, ấp Bảy Mét, Xã Tân Thạnh , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường DT9, Ấp Chánh, Xã Đức Lập, Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":4,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""}]",50E-19113,3,DELIVERY,8000 TNB_LAN - Kho CN ĐMX Tân Thạnh,,,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-04-15 10:38:49.843000+00:00,SYNCED,3
75591642840580096,1006,SF | AQUA B2B,FTL,2026-04-14 19:58:04+00:00,2026-04-17 03:09:41+00:00,IN_TRANSIT,259.0,KG,0.0,M3,S75591642890899456,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Vĩnh Hưng,,Tây Ninh,"Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam",IN_TRANSIT,50E-19113,WB202604140051,4,KG,259.0,1,3CMY0tH4dWj6cGvMQv3lEWMtjTe,FTL2604151H55FSY6,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Đường Đê Bao Vĩnh Hưng, Xã Vĩnh Hưng , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":2,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường Quốc lộ 62, ấp Bảy Mét, Xã Tân Thạnh , Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""},{""full_address"":""Đường DT9, Ấp Chánh, Xã Đức Lập, Tỉnh Tây Ninh, Việt Nam"",""sequence_number"":4,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""}]",50E-19113,4,DELIVERY,8113 TNB_LAN - Kho CN ĐMX Đức Hòa,,,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-04-15 10:38:49.843000+00:00,SYNCED,4
75925177292058624,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-15 18:03:25+00:00,2026-04-18 05:27:40+00:00,DELIVERED,719.0,KG,4.49,M3,S75925177304616960,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân Hạnh,,Vĩnh Long,"Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17507650,11,KG,719.0,1,3CP9BzmvqsyPzcMaD9pURthQwwc,FTL260416QO4XW9NH,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 53, to 4, ap Nhon Ngai, Xa Hieu Phung, Tinh Vinh Long, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""To 32, duong 3 thang 2, khom 2, Phuong Cai Von, Tinh Vinh Long, Viet Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-18 05:17:13.846000+00:00,2026-04-18 05:27:07.185000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-18 05:27:43.935000+00:00,SYNCED,1
75925177292058624,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-15 18:03:25+00:00,2026-04-18 05:27:40+00:00,DELIVERED,719.0,KG,4.49,M3,S75925177304616960,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân Hạnh,,Vĩnh Long,"Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17507650,11,KG,719.0,1,3CP9BzmvqsyPzcMaD9pURthQwwc,FTL260416QO4XW9NH,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 53, to 4, ap Nhon Ngai, Xa Hieu Phung, Tinh Vinh Long, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""To 32, duong 3 thang 2, khom 2, Phuong Cai Von, Tinh Vinh Long, Viet Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,2,DELIVERY,MBW - VINH LONG - Kho CN DMX Long Ho 2025(15460),2026-04-18 05:27:12.054000+00:00,2026-04-18 05:27:25.597000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-18 05:27:43.935000+00:00,SYNCED,2
75925177292058624,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-15 18:03:25+00:00,2026-04-18 05:27:40+00:00,DELIVERED,719.0,KG,4.49,M3,S75925177304616960,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân Hạnh,,Vĩnh Long,"Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17507650,11,KG,719.0,1,3CP9BzmvqsyPzcMaD9pURthQwwc,FTL260416QO4XW9NH,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 53, to 4, ap Nhon Ngai, Xa Hieu Phung, Tinh Vinh Long, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""To 32, duong 3 thang 2, khom 2, Phuong Cai Von, Tinh Vinh Long, Viet Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,3,DELIVERY,MBW - VINH LONG_Kho CN DMX Vung Liem,2026-04-18 05:27:27.643000+00:00,2026-04-18 05:27:33.415000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-18 05:27:43.935000+00:00,SYNCED,3
75925177292058624,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-15 18:03:25+00:00,2026-04-18 05:27:40+00:00,DELIVERED,719.0,KG,4.49,M3,S75925177304616960,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân Hạnh,,Vĩnh Long,"Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17507650,11,KG,719.0,1,3CP9BzmvqsyPzcMaD9pURthQwwc,FTL260416QO4XW9NH,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Thua dat so 364, to ban do so 40, Phuong Tan Hanh, Tinh Vinh Long, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 53, to 4, ap Nhon Ngai, Xa Hieu Phung, Tinh Vinh Long, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""To 32, duong 3 thang 2, khom 2, Phuong Cai Von, Tinh Vinh Long, Viet Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,4,DELIVERY,MBW - VINH LONG_Kho CN DMX Binh Minh,2026-04-18 05:27:35.968000+00:00,2026-04-18 05:27:42.105000+00:00,truck,KG,5000,1,1,CM,1,3500,16.77,M3,2026-04-18 05:27:43.935000+00:00,SYNCED,4
75925177447247872,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-15 18:03:25+00:00,2026-04-17 03:09:41+00:00,IN_TRANSIT,5271.0,KG,32.94,M3,S75925177459806208,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường An Phú,,Hồ Chí Minh,"Số 38/1 đường Bình Chuẩn 41, Tổ 1, Khu phố Bình Phước A, Phường An Phú, Thành phố Hồ Chí Minh, Việt Nam",IN_TRANSIT,50E-38780 - Lê Đăng Khoa,17507747,67,KG,5271.0,1,3CP9C51WDe0ArcrX4V7b8cT9aQc,FTL260416Z6FDYE8U,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 38/1 đường Bình Chuẩn 41, Tổ 1, Khu phố Bình Phước A, Phường An Phú, Thành phố Hồ Chí Minh, Việt Nam"",""sequence_number"":2,""stop_status"":""PENDING"",""stop_type"":""DELIVERY""}]",50E-38780,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-16 03:51:23.174000+00:00,2026-04-16 04:59:23.578000+00:00,truck,KG,8000,2485,9500,CM,2400,10000,56.98,M3,2026-04-16 09:03:19.180000+00:00,SYNCED,1
