order_number,client_id,client_name,service_type,created_at,updated_at,order_status,total_weight_value,total_weight_unit,total_volume_value,total_volume_unit,shipment_number,ship_from_ward,ship_from_district,ship_from_province,ship_from_full_address,ship_to_ward,ship_to_district,ship_to_province,ship_to_full_address,shipment_status,shipments_summary_description,shipments_summary_name,shipments_summary_quantity,shipments_summary_weight_unit,shipments_summary_weight_value,allocation_factor,trip_code,trip_reference_code,trip_status,stop_points,license_plate,sequence_number,stop_type,location_name,actual_arrival_datetime,actual_departure_datetime,vehicle_type,vehicle_capacity_unit,xe_ghn_cung_cap,vehicle_dimensions_height,vehicle_dimensions_length,vehicle_dimensions_unit,vehicle_dimensions_width,xe_kh_yeu_cau,required_max_volume_value,required_max_volume_unit,trip_updated_at,sync_status,rn
83219168177946624,1006,SF | AQUA B2B,FTL,2026-05-05 21:07:08+00:00,2026-05-25 02:07:57.860137+00:00,DELIVERED,1810.0,KG,0.0,M3,S83219168194723840,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Thị trấn Đà Bắc,Huyện Đà Bắc,Tỉnh Hòa Bình,"Tiểu khu Thạch Lỳ ,Thị trấn Đà Bắc , Hòa Bình",DELIVERED,50H65738,WB202605050054,14,KG,1810.0,1,3DK00KXSmTnYEGaLa2oijJpuWqE,FTL2605061K9DFVOD,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Tiểu khu Thạch Lỳ ,Thị trấn Đà Bắc , Hòa Bình"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-65738,2,DELIVERY,CÔNG TY TNHH THƯƠNG MẠI V À ĐẦU TƯ XUÂN ANH,2026-05-06 01:17:30.506000+00:00,2026-05-06 01:17:39.951000+00:00,truck,KG,5000,2200,6200,CM,2150,3500,16.77,M3,2026-05-06 01:17:41.835000+00:00,SYNCED,2
85324805330452480,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-11 16:34:11.517897+00:00,2026-05-25 02:10:18.066837+00:00,DELIVERED,5408.0,KG,33.8,M3,S85324805347213312,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Phú Thuận,,Hồ Chí Minh,"SO 77 DAO TRI, PHUONG PHU THUAN, THANH PHO HO CHI MINH",DELIVERED,50H-94165 - Bùi Trần Bão Lâm,17802265,40,KG,5408.0,1,3DaPYGC8FPYyrXKksb182P0FwB9,FTL260511DT8J6D3I,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""SO 77 DAO TRI, PHUONG PHU THUAN, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-94165,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-05-12 03:48:58.784000+00:00,2026-05-12 06:39:24.494000+00:00,truck,KG,8000,2485,9500,CM,2400,10000,56.98,M3,2026-05-12 06:39:34.602000+00:00,SYNCED,1
85324805330452480,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-11 16:34:11.517897+00:00,2026-05-25 02:10:18.066837+00:00,DELIVERED,5408.0,KG,33.8,M3,S85324805347213312,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Phú Thuận,,Hồ Chí Minh,"SO 77 DAO TRI, PHUONG PHU THUAN, THANH PHO HO CHI MINH",DELIVERED,50H-94165 - Bùi Trần Bão Lâm,17802265,40,KG,5408.0,1,3DaPYGC8FPYyrXKksb182P0FwB9,FTL260511DT8J6D3I,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""SO 77 DAO TRI, PHUONG PHU THUAN, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-94165,2,DELIVERY,HAI SAU SAU - HCM_KHO DAO TRI,2026-05-12 06:39:26.160000+00:00,2026-05-12 06:39:32.581000+00:00,truck,KG,8000,2485,9500,CM,2400,10000,56.98,M3,2026-05-12 06:39:34.602000+00:00,SYNCED,2
85731090081292288,1006,SF | AQUA B2B,FTL,2026-05-12 19:28:37.349792+00:00,2026-05-25 02:08:15.557303+00:00,DELIVERED,2927.0,KG,0.0,M3,S85731090093838336,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Dương,,Hải Phòng,"KM9, Quốc lộ 5, Lương Quán, Phường An Dương, Thành phố Hải Phòng",DELIVERED,50E18842,WB202605120197,45,KG,2927.0,1,3DdZszVDqZEaGZ0MO3dPDTIkr7q,FTL260513X3SBEP55,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""KM9, Quốc lộ 5, Lương Quán, Phường An Dương, Thành phố Hải Phòng"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-18842,1,PICKUP,AQUA HƯNG YÊN,2026-05-13 06:56:19.140000+00:00,2026-05-13 06:56:26.039000+00:00,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-05-13 06:56:37.470000+00:00,SYNCED,1
85731090081292288,1006,SF | AQUA B2B,FTL,2026-05-12 19:28:37.349792+00:00,2026-05-25 02:08:15.557303+00:00,DELIVERED,2927.0,KG,0.0,M3,S85731090093838336,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Dương,,Hải Phòng,"KM9, Quốc lộ 5, Lương Quán, Phường An Dương, Thành phố Hải Phòng",DELIVERED,50E18842,WB202605120197,45,KG,2927.0,1,3DdZszVDqZEaGZ0MO3dPDTIkr7q,FTL260513X3SBEP55,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""KM9, Quốc lộ 5, Lương Quán, Phường An Dương, Thành phố Hải Phòng"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-18842,2,DELIVERY,CÔNG TY TNHH THƯƠNG MẠI ĐIỆN MÁY HOÀNG GIA,2026-05-13 06:56:28.458000+00:00,2026-05-13 06:56:34.779000+00:00,truck,KG,8000,2485,9500,CM,2400,5000,31.68,M3,2026-05-13 06:56:37.470000+00:00,SYNCED,2
86052731139162112,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-13 16:46:42.554619+00:00,2026-05-25 02:10:21.484096+00:00,DELIVERED,1304.0,KG,8.15,M3,S86052731155906560,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Linh Xuân,,Hồ Chí Minh,"127 DUONG LE VAN CHI, PHUONG LINH XUAN, THANH PHO HO CHI MINH",DELIVERED,50H-88758 - Lê Quang Phát,17815424,20,KG,1304.0,1,3Dg5JzKtKe0GEtLZzjb9PvTqECb,FTL2605131YYZJNQC,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""127 DUONG LE VAN CHI, PHUONG LINH XUAN, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88758,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-05-13 22:52:26.736000+00:00,2026-05-14 03:03:03.279000+00:00,truck,KG,1900,190,420,CM,190,2500,15.48,M3,2026-05-14 08:56:40.600000+00:00,SYNCED,1
86052731139162112,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-13 16:46:42.554619+00:00,2026-05-25 02:10:21.484096+00:00,DELIVERED,1304.0,KG,8.15,M3,S86052731155906560,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Linh Xuân,,Hồ Chí Minh,"127 DUONG LE VAN CHI, PHUONG LINH XUAN, THANH PHO HO CHI MINH",DELIVERED,50H-88758 - Lê Quang Phát,17815424,20,KG,1304.0,1,3Dg5JzKtKe0GEtLZzjb9PvTqECb,FTL2605131YYZJNQC,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""127 DUONG LE VAN CHI, PHUONG LINH XUAN, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88758,2,DELIVERY,MBW - HCM_Kho CN DMX Thu Duc 1,2026-05-14 08:56:33.253000+00:00,2026-05-14 08:56:38.549000+00:00,truck,KG,1900,190,420,CM,190,2500,15.48,M3,2026-05-14 08:56:40.600000+00:00,SYNCED,2
86084524760383488,1006,SF | AQUA B2B,FTL,2026-05-13 18:53:02.744445+00:00,2026-05-25 02:08:21.163558+00:00,DELIVERED,5538.0,KG,0.0,M3,S86084524777152512,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Tân Vĩnh Lộc,,Hồ Chí Minh,"Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam",DELIVERED,50H60382,WB202605130164,73,KG,5538.0,1,3DgKgPnBj2uv9jcHVKZSuuZrC5T,FTL260514Y231TMKB,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-19113,1,PICKUP,AQUA ĐỒNG NAI,2026-05-14 04:54:57.153000+00:00,2026-05-14 08:56:21.992000+00:00,truck,KG,8000,2485,9500,CM,2400,15000,67.21,M3,2026-05-14 08:56:36.331000+00:00,SYNCED,1
86084524760383488,1006,SF | AQUA B2B,FTL,2026-05-13 18:53:02.744445+00:00,2026-05-25 02:08:21.163558+00:00,DELIVERED,5538.0,KG,0.0,M3,S86084524777152512,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Tân Vĩnh Lộc,,Hồ Chí Minh,"Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam",DELIVERED,50H60382,WB202605130164,73,KG,5538.0,1,3DgKgPnBj2uv9jcHVKZSuuZrC5T,FTL260514Y231TMKB,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-19113,2,DELIVERY,CHI NHÁNH CÔNG TY TNHH CAO PHONG - KH O HÀNG,2026-05-14 08:56:24.623000+00:00,2026-05-14 08:56:33.370000+00:00,truck,KG,8000,2485,9500,CM,2400,15000,67.21,M3,2026-05-14 08:56:36.331000+00:00,SYNCED,2
88968648353382400,1006,SF | AQUA B2B,FTL,2026-05-21 17:53:31.393158+00:00,2026-05-25 02:08:39.257721+00:00,DELIVERED,1096.0,KG,0.0,M3,S88968648374353920,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường Hoàng Văn Thụ,Thành phố Lạng Sơn,Lạng Sơn,"Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn",DELIVERED,50E35546,WB202605210097,18,KG,1096.0,1,3E2oQoiRNlVPuiGIQYT5kD9svkG,FTL26052209YYJYNF,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Thôn Núm, Phường Bắc Giang, Tỉnh Bắc Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-35546,1,PICKUP,AQUA HƯNG YÊN,2026-05-22 07:13:24.609000+00:00,2026-05-22 07:13:34.314000+00:00,truck,KG,5000,2200,6200,CM,2150,5000,31.68,M3,2026-05-22 10:45:16.070000+00:00,SYNCED,1
88968648353382400,1006,SF | AQUA B2B,FTL,2026-05-21 17:53:31.393158+00:00,2026-05-25 02:08:39.257721+00:00,DELIVERED,1096.0,KG,0.0,M3,S88968648374353920,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường Hoàng Văn Thụ,Thành phố Lạng Sơn,Lạng Sơn,"Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn",DELIVERED,50E35546,WB202605210097,18,KG,1096.0,1,3E2oQoiRNlVPuiGIQYT5kD9svkG,FTL26052209YYJYNF,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Thôn Núm, Phường Bắc Giang, Tỉnh Bắc Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-35546,2,DELIVERY,3622 ĐTB_LSO - Kho CN ĐMX Lạng Sơn,2026-05-22 07:14:44.737000+00:00,2026-05-22 10:26:44.930000+00:00,truck,KG,5000,2200,6200,CM,2150,5000,31.68,M3,2026-05-22 10:45:16.070000+00:00,SYNCED,2
88968648353382400,1006,SF | AQUA B2B,FTL,2026-05-21 17:53:31.393158+00:00,2026-05-25 02:08:39.257721+00:00,DELIVERED,1096.0,KG,0.0,M3,S88968648374353920,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường Hoàng Văn Thụ,Thành phố Lạng Sơn,Lạng Sơn,"Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn",DELIVERED,50E35546,WB202605210097,18,KG,1096.0,1,3E2oQoiRNlVPuiGIQYT5kD9svkG,FTL26052209YYJYNF,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Tổ 4, Khối 5, Phường Kỳ Lừa, Tỉnh Lạng Sơn, Việt Nam, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Thôn Núm, Phường Bắc Giang, Tỉnh Bắc Ninh, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-35546,3,DELIVERY,4067 ĐBH_BGI - Kho CN ĐMX Bắc Giang,2026-05-22 10:26:51.949000+00:00,2026-05-22 10:27:40.863000+00:00,truck,KG,5000,2200,6200,CM,2150,5000,31.68,M3,2026-05-22 10:45:16.070000+00:00,SYNCED,3
90794775678025728,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-26 18:49:54.076313+00:00,2026-05-28 04:40:32.702693+00:00,DELIVERED,3144.0,KG,19.65,M3,S90794775703195648,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường An Lạc,,Hồ Chí Minh,"128A HO HOC LAM, PHUONG AN LAC, THANH PHO HO CHI MINH",DELIVERED,51D-60109 - Lê Văn Ở Em,17940915,15,KG,3144.0,1,3EH2uHlHnt66YRjyd30pNaabLNV,FTL260527KJB3C20J,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""128A HO HOC LAM, PHUONG AN LAC, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",51D-60109,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-05-28 04:14:32.244000+00:00,2026-05-28 04:40:25.973000+00:00,truck,KG,5000,2050,6150,CM,2135,5000,31.68,M3,2026-05-28 04:40:37.987000+00:00,SYNCED,1
90794775678025728,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-26 18:49:54.076313+00:00,2026-05-28 04:40:32.702693+00:00,DELIVERED,3144.0,KG,19.65,M3,S90794775703195648,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường An Lạc,,Hồ Chí Minh,"128A HO HOC LAM, PHUONG AN LAC, THANH PHO HO CHI MINH",DELIVERED,51D-60109 - Lê Văn Ở Em,17940915,15,KG,3144.0,1,3EH2uHlHnt66YRjyd30pNaabLNV,FTL260527KJB3C20J,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""128A HO HOC LAM, PHUONG AN LAC, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",51D-60109,2,DELIVERY,GIA THANH - HCM_HO HOC LAM (CONT),2026-05-28 04:40:28.571000+00:00,2026-05-28 04:40:35.583000+00:00,truck,KG,5000,2050,6150,CM,2135,5000,31.68,M3,2026-05-28 04:40:37.987000+00:00,SYNCED,2
78906166012297216,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-23 23:28:48+00:00,2026-05-25 02:09:36.147129+00:00,DELIVERED,1254.0,KG,7.84,M3,S78906166071005184,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân An,,Đắk Lắk,"Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17601129,22,KG,1254.0,1,3CmNkdcjwNXMnv36doZ1nt7IK5d,FTL260424FOURC9JA,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-24 05:25:40.794000+00:00,2026-04-25 08:37:26.092000+00:00,truck,KG,5000,1,1,CM,1,5000,31.68,M3,2026-04-25 21:01:22.866000+00:00,SYNCED,2
78906166012297216,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-23 23:28:48+00:00,2026-05-25 02:09:36.147129+00:00,DELIVERED,1254.0,KG,7.84,M3,S78906166071005184,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân An,,Đắk Lắk,"Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17601129,22,KG,1254.0,1,3CmNkdcjwNXMnv36doZ1nt7IK5d,FTL260424FOURC9JA,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,2,DELIVERY,MBW - DAK LAK - Kho CN DMX Buon Ma Thuot(13602),2026-04-25 08:37:27.992000+00:00,2026-04-25 08:37:34.882000+00:00,truck,KG,5000,1,1,CM,1,5000,31.68,M3,2026-04-25 21:01:22.866000+00:00,SYNCED,4
78906166012297216,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-23 23:28:48+00:00,2026-05-25 02:09:36.147129+00:00,DELIVERED,1254.0,KG,7.84,M3,S78906166071005184,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tân An,,Đắk Lắk,"Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam",DELIVERED,50H-87287 - Nguyễn Khang Duy,17601129,22,KG,1254.0,1,3CmNkdcjwNXMnv36doZ1nt7IK5d,FTL260424FOURC9JA,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Lo 26 Duong So 4, Khu Cong Nghiep 1 Tan An, Phuong Tan An, Tinh Dak Lak, Viet Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Quoc lo 26 Thon Hop Thanh, Xa Ea Kar, Tinh Dak Lak, Viet Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-87287,3,DELIVERY,MBW - DAK LAK_Kho CN DMX Ea Kar,2026-04-25 08:37:40.978000+00:00,2026-04-25 21:01:21.221000+00:00,truck,KG,5000,1,1,CM,1,5000,31.68,M3,2026-04-25 21:01:22.866000+00:00,SYNCED,6
